id,codigo,titulo,telefono,direccion,latitud,longitud,es_autobanco,es_principal,ciudad,departamento,horario_atencion,estado_aprobacion,tipo_punto_atencion1,tipo_punto_atencion2,servicios_ofertados,tiene_pos
634,912,AGENCIA HUAJCHILLA,(591-2)2409040,"CARRETERA PRINCIPAL, URBANIZACIÓN SAN JUAN, MZO. H, NRO 20",-16.63235,-68.0489528,False,False,Huajchilla,La Paz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,Agencia Fija,Agencia Fija,"OTORGACION Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA, GIROS NACIONALES Y DEL EXTERIOR, PAGO DE IMPUESTOS, COMPRA Y VENTA DE DIVISAS",False
635,913,AGENCIA SANTA FE DE YAPACANI,(591-3) 3153146,"ZONA SUR ESTE, MANZANA 34, BARRIO BOLÍVAR S/N",-17.4003056,-63.8261639,False,False,Santa Fe de Yapacaní,Santa Cruz,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"OTORGACION Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA, GIROS NACIONALES Y DEL EXTERIOR, PAGO DE IMPUESTOS, COMPRA Y VENTA DE DIVISAS",False
636,915,AGENCIA LA GUARDIA KM12,(591-3) 3153147,LOCALIDAD LA GUARDIA KM - 12,-17.891520379292125,-63.32132220449921,False,False,La Guardia,Santa Cruz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,Agencia Fija,Agencia Fija,"OTORGACION Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA, GIROS NACIONALES Y DEL EXTERIOR, PAGO DE IMPUESTOS, COMPRA Y VENTA DE DIVISAS",False
637,940,OFICINA EXTERNA OVEJUYO,2654101,AV. 14 DE SEPTIEMBRE Nro 209,-16.5387739,-68.0344442,False,False,Palca,La Paz,Lun-Vie%09:00%14:00,Aprobado,Oficina Externa,Oficina Externa,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",False
638,942,PUNTO PROMOCIONAL IMCRUZ 2 SCZ,(591-3) 3633000,"AVENIDA CRISTO REDENTOR ESQ. CALLE ADRIANA COIMBRA, ENTRE 3ER Y 4TO ANILLO",-17.7563404,-63.1779725,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%09:00%12:00%15:00%19:30,Sab%09:00%12:30",Aprobado,Punto Promocional Fijo,Punto Promocional Fijo,INFORMACION DE PRODUCTOS Y SERVICIOS,False
639,946,OFICINA EXTERNA ARBIETO,(591-4) 4114010,ESTEBAN ARCE ESQUINA NICASIO AMURRIO S/N,-17.5837869,-66.0148717,False,False,Arbieto,Cochabamba,Lun-Vie%09:00%14:00,Aprobado,Oficina Externa,Oficina Externa,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",False
640,955,OFICINA EXTERNA YAMPARAEZ,(591-4) 6443951,"CALLE BOLIVAR ZONA 01/01, BARRIO EJE CENTRAL",-19.1896654,-65.1216446,False,False,Yamparáez,Chuquisaca,Lun-Vie%09:00%14:00,Aprobado,Oficina Externa,Oficina Externa,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",False
641,980,OFICINA EXTERNA COROCORO,2654066,CALLE MURILLO N° 125 FRENTE PLAZA 15 DE AGOSTO,-17.1768141,-68.4537108,False,False,Coro Coro,La Paz,Lun-Vie%09:00%14:00,Aprobado,Oficina Externa,Oficina Externa,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS, EMISIÓN DE GIROS",False
642,981,Oficina Externa Totora,(591-4) 4152500,CALLE TENIENTE CAERO N° S/N ZONA CENTRAL,-17.7357984,-65.1900824,False,False,Totora,Cochabamba,Lun-Vie%09:00%14:00,Aprobado,Oficina Externa,Oficina Externa,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
643,982,AGENCIA MACHACAMARCA,(591-2) 5252132,CALLE PANAMERICANA ENTRE AV. ORURO Y CALLE SAN JOSÉ S/N,-18.172505237514585,-67.02122570478654,False,False,Machacamarca,Oruro,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
644,997,CAJA EXTERNA FIDALGA TROMPILLO,59133633000,BARRIO BRANIFF AV. RÍO GRANDE ESQ. YACUIBA UV. 27 MZA. P-4,-17.8005059,-63.1832185,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%09:00%12:30%13:30%16:00,Sab%09:00%13:00",Aprobado,Oficina Externa,Oficina Externa,"DEPÓSITOS Y RETIROS DE CUENTAS, RECIBIR PAGOS DE CRÉDITOS, COMPRA Y VENTA DE MONEDA EXTRANJERA Y PRESTAR SERVICIOS DE COBRANZA A CLIENTES Y USUARIOS POR CUENTA DE INSTITUCIONES PÚBLICAS O EMPRESAS PRIVADAS.",False
645,1015,OFICINA EXTERNA RIBEPAR ,(591-3) 3633724,BARRIO KM 11 CARRETERA A WARNES UV:00,-17.6766445,-63.159481,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%08:00%16:00,Sab%08:30%12:30",Aprobado,Oficina Externa,Oficina Externa,"DEPÓSITOS Y RETIROS DE CUENTAS, RECIBIR PAGOS DE CRÉDITOS, COMPRA Y VENTA DE MONEDA EXTRANJERA Y PRESTAR SERVICIOS DE COBRANZA A CLIENTES Y USUARIOS POR CUENTA DE INSTITUCIONES PÚBLICAS O EMPRESAS PRIVADAS.",False
646,1019,AGENCIA JUAN DE LA ROSA,4114010,AV. JUAN DE LA ROSA N° 01110 ESQUINA AV. GABRIEL RENE MORENO ,-17.3764055,-66.1731832,False,False,Cochabamba,Cochabamba,"Lun-Vie%09:00%13:00%15:00%18:00,Sab%09:00%13:00",Aprobado,Agencia Fija,Agencia Fija,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",False
647,1021,AGENCIA PARIA,(591-2) 5114010,"CARRETERA NACIONAL 12, LOCALIDAD DE PARIA, FRENTE PLAZA PRINCIPAL, LADO DE LA IGLESIA S/N",-17.821905306482865,-67.02068388049179,False,False,Paria,Oruro,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
648,1026,IMCRUZ COMERCIAL SA,59133633000,"BARRIO LAS PALMAS CALLE LOS TRONCOS ESQ AV GRIGOTA, UV: 0052- MZ: 062-",-17.8104042,-63.2071103,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%08:30%12:30%14:30%18:30,Sab%09:00%13:00",Aprobado,Oficina Externa,Oficina Externa,"DEPÓSITOS Y RETIROS DE CUENTAS, RECIBIR PAGOS DE CRÉDITOS, COMPRA Y VENTA DE MONEDA EXTRANJERA Y PRESTAR SERVICIOS DE COBRANZA A CLIENTES Y USUARIOS POR CUENTA DE INSTITUCIONES PÚBLICAS O EMPRESAS PRIVADAS.",False
649,1032,SUCURSAL SANTA CRUZ,(591-3) 3412717,AVENIDA CRISTO REDENTOR Y CUARTO ANILLO,-17.7486357,-63.175365,False,True,Santa Cruz de la Sierra,Santa Cruz,Lun-Sab%09:00%20:00,Aprobado,Sucursal,Sucursal,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",False
650,1038,AGENCIA PRESTO,(591-4) 6443951,"PLAZA AZURDUY DE PADILLA S/N, ENTRE CALLES SUCRE Y CRÍSPULO SANZ",-18.930583862449293,-64.93784665887091,False,False,Presto,Chuquisaca,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
651,1039,AGENCIA PAZÑA,(591-2) 5252132,"CALLES AMÉRICA Y BALLIVIÁN SIGNADO CON EL LOTE N° 4, MZO. 09",-18.5970042,-66.9198483,False,False,Pazña,Oruro,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
652,1060,CAJERO CONVENIO ALIANZA,(591-3) 3633807,AV. ROCA Y CORONADO Nº 1380 ESQ. AV. MARIO GUTIERREZ (3ER ANILLO EXTERNO),-17.7859754,-63.2067938,False,False,Santa Cruz de la Sierra,Santa Cruz,Lun-Vie%08:30%12:30%13:30%17:30,Aprobado,Oficina Externa,Oficina Externa,"DEPOSITOS Y RETIROS, PAGO DE SERVICIOS, PAGO DE TARJETAS DE CREDITO, PAGO DE PRESTAMOS, TRANSFERENCIAS ENTRE CUENTAS PROPIAS Y A TERCEROS",False
653,1069,PUNTO PROMOCIONAL IMCRUZ CBBA,4152500,AV. TADEO HAENKE ESQ. GABRIEL RENE MORENO,-17.382222933959813,-66.17544472624286,False,False,Cochabamba,Cochabamba,"Lun-Vie%08:30%15:00,Sab%09:00%13:00",Aprobado,Punto Promocional Fijo,Punto Promocional Fijo,INFORMACIÓN DE PRODUCTOS Y SERVICIOS,False
654,1070,CAJERO CONVENIO CLÍNICA ANGEL FOIANINI,(591-3) 3633349,CALLE CHUQUISACA ESQUINA AVENIDA IRALA N° 468,-17.7919121,-63.179674,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,Oficina Externa,Oficina Externa,"DEPÓSITOS Y RETIROS DE CUENTAS, RECIBIR PAGOS DE CRÉDITOS, COMPRA Y VENTA DE MONEDA EXTRANJERA Y PRESTAR SERVICIOS DE COBRANZA A CLIENTES Y USUARIOS POR CUENTA DE INSTITUCIONES PÚBLICAS O EMPRESAS PRIVADAS.",False
655,1073,AGENCIA OCURÍ,(591-2)6228085,CALLE JUNIN ESQUINA CALLE ESTUDIANTES S/N (A UNA CUADRA DE LA PLAZA PRINCIPAL),-18.841410183348852,-65.79538107182584,False,False,Ocurí,Potosí,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
656,1074,Agencia Tinguipaya,(591-2)6228085,CALLE BOLIVAR S/N (A MEDIA CUADRA DE LA PLAZA PRINCIPAL),-19.2198548,-65.8225176,False,False,Tinguipaya,Potosí,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
657,1075,AGENCIA MOROCHATA,(591-4) 4152500,"LOCALIDAD DE MOROCHATA, A DOS CUADRAS DE LA PLAZA PRINCIPAL S/N",-17.2351514,-66.5316098,False,False,Morochata,Cochabamba,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
660,19,AGENCIA COSTANERA TORRE 501,2654791,"CALLE 10 HERMANOS ORTIZ ARIÑEZ NRO 501, AVENIDA COSTANERA, ZONA CALACOTO",-16.545114,-68.0862255,False,False,La Paz,La Paz,"Lun-Vie%09:00%13:00%15:00%18:00,Sab%09:00%13:00",Aprobado,Agencia Fija,Agencia Fija,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",False
661,1082,AGENCIA COMANCHE,2654403,"MANZANO N° 60 - A, LOTE N° 02 DE LA URBANIZACION DEL PUEBLO DE COMANCHE",-16.9572254,-68.4222245,False,False,Comanche,La Paz,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
662,1102,PUNTO PROMOCIONAL GO AUTOS – BOLIVIA,N/A,AV. BANZER ENTRE 2DO Y 3ER ANILLO,-17.7631468,-63.1806018,False,False,Santa Cruz de la Sierra,Santa Cruz,Lun-Vie%09:00%14:00,Aprobado,Punto Promocional Fijo,Punto Promocional Fijo,INFORMACION DE PRODUCTOS Y SERVICIOS,False
663,1100,AGENCIA YUNCHARÁ,4-6642433,"CARRETERA ENTRE TARIJA Y VILLAZÓN, EN LA ''RESIDENCIA YUNCHARÁ'' DEL MUNICIPIO DE YUNCHARÁ, EN LA PROVINCIA AVILÉS",-21.8244914,-65.2280226,False,False,Yunchará,Tarija,Lun-Vie%09:00%14:00,Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",False
664,1105,AGENCIA LAS AMERICAS,5916443951,"ZONA GARCILAZO, AVENIDA LAS AMÉRICAS N° 462",-19.0433617,-65.2454198,False,False,Sucre,Chuquisaca,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,Agencia Fija,Agencia Fija,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS, SEGUROS, GIROS Y OTROS",False
665,BME1111,AGENCIA SOPOCACHI,+591 2 114010,"PLAZA ESPAÑA, CALLE GREGORIO REYNOLDS ESQUINA VICTOR SANJINÉS  N°2681, ZONA SOPOCACHI",-16.5138888888889,-68.1286111111111,False,False,La Paz,La Paz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,,,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",True
667,BME1121,AGENCIA BUENA VISTA,(+ 591) 3-36330,"CALLE 6 DE AGOSTO, S/N, BARRIO CASCO VIEJO, ESQUINA RENE BARRIENTOS.",-17.460922235886922,-63.66046607494355,False,False,Buena Vista,Santa Cruz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,,,"Apertura y Cierre de Cuentas;Servicios de cobranza (Entel, Nuevatel,Telecel,Cotel,Coteor,Cotas, Boliviatel);Giros Nacionales y del Exterior;Pago de Créditos;Pago de Impuestos;Otros(Caj Seguridad, BTS, AMEX)-APERTURA Y CIERRE DE CUENTAS DE AHORRO, CUENTAS CORRIENTES Y DPFS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, TIGO Y OTROS), PAGO DE IMPUESTOS, GIROS NACIONALES Y DEL EXTERIOR, REMESAS Y OTROS SERVICIOS.",True
668,BME1133,AGENCIA MALLA,2-265-4849,"PLAZA 14 DE SEPTIEMBRE ESQUINA AVENIDA DE LOS ESTUDIANTES, MANZANO N° 9, LOTE N° 15",-17.039393164740467,-67.45089411322647,False,False,Malla,La Paz,Lun-Vie%09:00%14:00,Aprobado,,,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",True
669,BME1135,AGENCIA CIRCUNVALACION,(591-4) 6642433,"AVENIDA CIRCUNVALACIÓN MONTONEROS DE MENDEZ, ZONA VILLA ABAROA",-21.52381881115174,-64.72505629062654,False,False,Tarija,Tarija,"Lun-Vie%09:00%13:00%15:00%18:00,Sab%09:00%13:00",Aprobado,,,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS.",True
670,BME1132,AGENCIA SAN PEDRO DE TOTORA,(591-2) 5252132,CALLE DE ENTRADA A SAN PEDRO DE TOTORA ENTRE CALLE SAN PABLO Y ANTOFAGASTA A MEDIA CUADRA DE LA PLAZA PRINCIPAL 10 DE NOVIEMBRE,-17.79291075405825,-68.14475479516406,False,False,SAN PEDRO DE TOTORA,Oruro,Lun-Vie%09:00%14:00,Aprobado,,,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",True
671,BME1131,OFICINA EXTERNA AGRIPAC,59133633000,CALLE LIBERTAD N° 686,-17.777034714196585,-63.18307578646269,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%08:30%12:15%14:30%18:15,Sab%08:30%12:00",Aprobado,,,"Depósitos y retiros; pago de servicios básicos, colegio e impuestos, pago y cobro de cheques del mismo Banco, compraventa de moneda extranjera.",True
672,BME1158,PUNTO PROMOCIONAL RAFCAR MOTORS SCZ,0,"2DO ANILLO, AV. SANTA CRUZ No. 1230, ENTRE AV. SAN AURELIO Y AV. TRES PASOS AL FRENTE",-17.798304254610894,-63.16747605916238,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%08:30%12:00%14:30%19:00,Sab%09:00%13:00",Aprobado,,,INFORMACIÓN DE PRODUCTOS Y SERVICIOS,True
673,BME1150,AGENCIA AV. BENI,+591 3 633000,"ZONA NORTE, AVENIDA CARDENAL CUSHING Y TERCER ANILLO INTERNO. S/N, LOTE NRO. S/N",-17.759016926863676,-63.17491650680454,True,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,,,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",True
674,BME1165,AGENCIA MONSEÑOR RIVERO,59133633000,AVENIDA CAÑOTO ESQUINA MONSEÑOR RIVERO,-17.775277467281423,-63.182458878224125,True,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,,,"OTORGACIÓN Y PAGO DE CRÉDITOS, APERTURA Y CIERRE DE CUENTAS, RETIROS Y DEPÓSITOS, SERVICIOS DE COBRANZA (ENTEL, NUEVATEL Y OTROS), GIROS NACIONALES Y DEL EXTERIOR Y OTROS SERVICIOS",True
675,BME1145,OFICINA EXTERNA ALIANZA LP,0,"Av. Ballivián Nro. 1212, esquina Calle 18",-16.539003079169404,-68.08084309431418,False,False,La Paz,La Paz,Lun-Vie%08:30%12:30%13:30%17:30,Aprobado,,,"DEPOSITOS Y RETIROS, PAGO DE SERVICIOS, PAGO DE TARJETAS DE CREDITO, PAGO DE PRESTAMOS, TRANSFERENCIAS ENTRE CUENTAS PROPIAS Y A TERCEROS",True
676,BME1159,AGENCIA SAN ANTONIO DE ESMORUCO,(591-2)6228085,"Calle Avaroa, entre calle Moruco s/n, comunidad San Antonio de Esmoruco.",-21.949265139168634,-66.51761949177957,False,False,Potosí,Potosí,Lun-Vie%09:00%14:00,Aprobado,,,"DEPÓSITOS, RETIROS, APERTURAS DE CUENTA, PAGO DE SERVICIOS BÁSICOS, IMPUESTOS Y EMISIÓN DE GIROS",True
677,BME1164,OFICINA EXTERNA GOAUTOS,0,Av. Banzer entre 2do y 3er anillo,-17.763098791406367,-63.18079590830457,False,False,Santa Cruz de la Sierra,Santa Cruz,"Lun-Vie%08:30%12:30%14:30%18:30,Sab%09:00%13:00",Aprobado,,,"DEPOSITOS Y RETIROS, PAGO DE CREDITOS, SERVICIOS DE COBRANZAS",True
